uuid,professional_persona,sports_persona,arts_persona,travel_persona,culinary_persona,persona,cultural_background,skills_and_expertise,hobbies_and_interests,career_goals_and_ambitions,sex,age,marital_status,education_level,occupation,industry,planning_area,country,interests_seed,skills_seed,skills_and_expertise_list,hobbies_and_interests_list
u-00278,professional 8,sports 2,arts 3,travel 2,culinary 2,Persona 278,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,58,single,bachelor,designer,education,Jurong West,Singapore,['hobby6hobby7hobby0'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby6hobby7hobby0']
u-00279,professional 9,sports 3,arts 4,travel 0,culinary 3,Persona 279,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,59,married,bachelor,analyst,finance,Hougang,Singapore,['hobby7hobby0hobby1'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby7hobby0hobby1']
u-00280,professional 0,sports 0,arts 0,travel 1,culinary 4,Persona 280,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,20,single,bachelor,manager,tech,Bedok,Singapore,['hobby0hobby1hobby2'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby0hobby1hobby2']
u-00281,professional 1,sports 1,arts 1,travel 2,culinary 5,Persona 281,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,21,married,bachelor,researcher,retail,Tampines,Singapore,['hobby1hobby2hobby3'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby1hobby2hobby3']
u-00282,professional 2,sports 2,arts 2,travel 0,culinary 0,Persona 282,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,22,single,bachelor,engineer,media,Woodlands,Singapore,['hobby2hobby3hobby4'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby2hobby3hobby4']
u-00283,professional 3,sports 3,arts 3,travel 1,culinary 1,Persona 283,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,23,married,bachelor,teacher,education,Jurong West,Singapore,['hobby3hobby4hobby5'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby3hobby4hobby5']
u-00284,professional 4,sports 0,arts 4,travel 2,culinary 2,Persona 284,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,24,single,bachelor,designer,finance,Hougang,Singapore,['hobby4hobby5hobby6'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby4hobby5hobby6']
u-00285,professional 5,sports 1,arts 0,travel 0,culinary 3,Persona 285,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,25,married,bachelor,analyst,tech,Bedok,Singapore,['hobby5hobby6hobby7'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby5hobby6hobby7']
u-00286,professional 6,sports 2,arts 1,travel 1,culinary 4,Persona 286,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,26,single,bachelor,manager,retail,Tampines,Singapore,['hobby6hobby7hobby0'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby6hobby7hobby0']
u-00287,professional 7,sports 3,arts 2,travel 2,culinary 5,Persona 287,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,27,married,bachelor,researcher,media,Woodlands,Singapore,['hobby7hobby0hobby1'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby7hobby0hobby1']
u-00288,professional 8,sports 0,arts 3,travel 0,culinary 0,Persona 288,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,28,single,bachelor,engineer,education,Jurong West,Singapore,['hobby0hobby1hobby2'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby0hobby1hobby2']
u-00289,professional 9,sports 1,arts 4,travel 1,culinary 1,Persona 289,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,29,married,bachelor,teacher,finance,Hougang,Singapore,['hobby1hobby2hobby3'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby1hobby2hobby3']
u-00290,professional 0,sports 2,arts 0,travel 2,culinary 2,Persona 290,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,30,single,bachelor,designer,tech,Bedok,Singapore,['hobby2hobby3hobby4'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby2hobby3hobby4']
u-00291,professional 1,sports 3,arts 1,travel 0,culinary 3,Persona 291,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,31,married,bachelor,analyst,retail,Tampines,Singapore,['hobby3hobby4hobby5'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby3hobby4hobby5']
u-00292,professional 2,sports 0,arts 2,travel 1,culinary 4,Persona 292,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,32,single,bachelor,manager,media,Woodlands,Singapore,['hobby4hobby5hobby6'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby4hobby5hobby6']
u-00293,professional 3,sports 1,arts 3,travel 2,culinary 5,Persona 293,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,33,married,bachelor,researcher,education,Jurong West,Singapore,['hobby5hobby6hobby7'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby5hobby6hobby7']
u-00294,professional 4,sports 2,arts 4,travel 0,culinary 0,Persona 294,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,34,single,bachelor,engineer,finance,Hougang,Singapore,['hobby6hobby7hobby0'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby6hobby7hobby0']
u-00295,professional 5,sports 3,arts 0,travel 1,culinary 1,Persona 295,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,35,married,bachelor,teacher,tech,Bedok,Singapore,['hobby7hobby0hobby1'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby7hobby0hobby1']
u-00296,professional 6,sports 0,arts 1,travel 2,culinary 2,Persona 296,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,36,single,bachelor,designer,retail,Tampines,Singapore,['hobby0hobby1hobby2'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby0hobby1hobby2']
u-00297,professional 7,sports 1,arts 2,travel 0,culinary 3,Persona 297,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,37,married,bachelor,analyst,media,Woodlands,Singapore,['hobby1hobby2hobby3'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby1hobby2hobby3']
u-00298,professional 8,sports 2,arts 3,travel 1,culinary 4,Persona 298,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,38,single,bachelor,manager,education,Jurong West,Singapore,['hobby2hobby3hobby4'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby2hobby3hobby4']
u-00299,professional 9,sports 3,arts 4,travel 2,culinary 5,Persona 299,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,39,married,bachelor,researcher,finance,Hougang,Singapore,['hobby3hobby4hobby5'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby3hobby4hobby5']
u-00300,professional 0,sports 0,arts 0,travel 0,culinary 0,Persona 300,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,40,single,bachelor,engineer,tech,Bedok,Singapore,['hobby4hobby5hobby6'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby4hobby5hobby6']
u-00301,professional 1,sports 1,arts 1,travel 1,culinary 1,Persona 301,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,41,married,bachelor,teacher,retail,Tampines,Singapore,['hobby5hobby6hobby7'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby5hobby6hobby7']
u-00302,professional 2,sports 2,arts 2,travel 2,culinary 2,Persona 302,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,42,single,bachelor,designer,media,Woodlands,Singapore,['hobby6hobby7hobby0'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby6hobby7hobby0']
u-00303,professional 3,sports 3,arts 3,travel 0,culinary 3,Persona 303,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,43,married,bachelor,analyst,education,Jurong West,Singapore,['hobby7hobby0hobby1'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby7hobby0hobby1']
u-00304,professional 4,sports 0,arts 4,travel 1,culinary 4,Persona 304,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,44,single,bachelor,manager,finance,Hougang,Singapore,['hobby0hobby1hobby2'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby0hobby1hobby2']
u-00305,professional 5,sports 1,arts 0,travel 2,culinary 5,Persona 305,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,45,married,bachelor,researcher,tech,Bedok,Singapore,['hobby1hobby2hobby3'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby1hobby2hobby3']
u-00306,professional 6,sports 2,arts 1,travel 0,culinary 0,Persona 306,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,46,single,bachelor,engineer,retail,Tampines,Singapore,['hobby2hobby3hobby4'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby2hobby3hobby4']
u-00307,professional 7,sports 3,arts 2,travel 1,culinary 1,Persona 307,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,47,married,bachelor,teacher,media,Woodlands,Singapore,['hobby3hobby4hobby5'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby3hobby4hobby5']
u-00308,professional 8,sports 0,arts 3,travel 2,culinary 2,Persona 308,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,48,single,bachelor,designer,education,Jurong West,Singapore,['hobby4hobby5hobby6'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby4hobby5hobby6']
u-00309,professional 9,sports 1,arts 4,travel 0,culinary 3,Persona 309,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,49,married,bachelor,analyst,finance,Hougang,Singapore,['hobby5hobby6hobby7'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby5hobby6hobby7']
u-00310,professional 0,sports 2,arts 0,travel 1,culinary 4,Persona 310,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,50,single,bachelor,manager,tech,Bedok,Singapore,['hobby6hobby7hobby0'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby6hobby7hobby0']
u-00311,professional 1,sports 3,arts 1,travel 2,culinary 5,Persona 311,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,51,married,bachelor,researcher,retail,Tampines,Singapore,['hobby7hobby0hobby1'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby7hobby0hobby1']
u-00312,professional 2,sports 0,arts 2,travel 0,culinary 0,Persona 312,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,52,single,bachelor,engineer,media,Woodlands,Singapore,['hobby0hobby1hobby2'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby0hobby1hobby2']
u-00313,professional 3,sports 1,arts 3,travel 1,culinary 1,Persona 313,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,53,married,bachelor,teacher,education,Jurong West,Singapore,['hobby1hobby2hobby3'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby1hobby2hobby3']
u-00314,professional 4,sports 2,arts 4,travel 2,culinary 2,Persona 314,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,54,single,bachelor,designer,finance,Hougang,Singapore,['hobby2hobby3hobby4'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby2hobby3hobby4']
u-00315,professional 5,sports 3,arts 0,travel 0,culinary 3,Persona 315,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,55,married,bachelor,analyst,tech,Bedok,Singapore,['hobby3hobby4hobby5'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby3hobby4hobby5']
u-00316,professional 6,sports 0,arts 1,travel 1,culinary 4,Persona 316,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,56,single,bachelor,manager,retail,Tampines,Singapore,['hobby4hobby5hobby6'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby4hobby5hobby6']
u-00317,professional 7,sports 1,arts 2,travel 2,culinary 5,Persona 317,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,57,married,bachelor,researcher,media,Woodlands,Singapore,['hobby5hobby6hobby7'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby5hobby6hobby7']
u-00318,professional 8,sports 2,arts 3,travel 0,culinary 0,Persona 318,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,58,single,bachelor,engineer,education,Jurong West,Singapore,['hobby6hobby7hobby0'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby6hobby7hobby0']
u-00319,professional 9,sports 3,arts 4,travel 1,culinary 1,Persona 319,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,59,married,bachelor,teacher,finance,Hougang,Singapore,['hobby7hobby0hobby1'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby7hobby0hobby1']
u-00320,professional 0,sports 0,arts 0,travel 2,culinary 2,Persona 320,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,20,single,bachelor,designer,tech,Bedok,Singapore,['hobby0hobby1hobby2'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby0hobby1hobby2']
u-00321,professional 1,sports 1,arts 1,travel 0,culinary 3,Persona 321,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,21,married,bachelor,analyst,retail,Tampines,Singapore,['hobby1hobby2hobby3'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby1hobby2hobby3']
u-00322,professional 2,sports 2,arts 2,travel 1,culinary 4,Persona 322,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,22,single,bachelor,manager,media,Woodlands,Singapore,['hobby2hobby3hobby4'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby2hobby3hobby4']
u-00323,professional 3,sports 3,arts 3,travel 2,culinary 5,Persona 323,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,23,married,bachelor,researcher,education,Jurong West,Singapore,['hobby3hobby4hobby5'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby3hobby4hobby5']
u-00324,professional 4,sports 0,arts 4,travel 0,culinary 0,Persona 324,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,24,single,bachelor,engineer,finance,Hougang,Singapore,['hobby4hobby5hobby6'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby4hobby5hobby6']
u-00325,professional 5,sports 1,arts 0,travel 1,culinary 1,Persona 325,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,25,married,bachelor,teacher,tech,Bedok,Singapore,['hobby5hobby6hobby7'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby5hobby6hobby7']
u-00326,professional 6,sports 2,arts 1,travel 2,culinary 2,Persona 326,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,26,single,bachelor,designer,retail,Tampines,Singapore,['hobby6hobby7hobby0'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby6hobby7hobby0']
u-00327,professional 7,sports 3,arts 2,travel 0,culinary 3,Persona 327,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,27,married,bachelor,analyst,media,Woodlands,Singapore,['hobby7hobby0hobby1'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby7hobby0hobby1']
u-00328,professional 8,sports 0,arts 3,travel 1,culinary 4,Persona 328,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,28,single,bachelor,manager,education,Jurong West,Singapore,['hobby0hobby1hobby2'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby0hobby1hobby2']
u-00329,professional 9,sports 1,arts 4,travel 2,culinary 5,Persona 329,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,29,married,bachelor,researcher,finance,Hougang,Singapore,['hobby1hobby2hobby3'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby1hobby2hobby3']
u-00330,professional 0,sports 2,arts 0,travel 0,culinary 0,Persona 330,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,30,single,bachelor,engineer,tech,Bedok,Singapore,['hobby2hobby3hobby4'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby2hobby3hobby4']
u-00331,professional 1,sports 3,arts 1,travel 1,culinary 1,Persona 331,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,31,married,bachelor,teacher,retail,Tampines,Singapore,['hobby3hobby4hobby5'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby3hobby4hobby5']
u-00332,professional 2,sports 0,arts 2,travel 2,culinary 2,Persona 332,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,32,single,bachelor,designer,media,Woodlands,Singapore,['hobby4hobby5hobby6'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby4hobby5hobby6']
u-00333,professional 3,sports 1,arts 3,travel 0,culinary 3,Persona 333,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,33,married,bachelor,analyst,education,Jurong West,Singapore,['hobby5hobby6hobby7'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby5hobby6hobby7']
u-00334,professional 4,sports 2,arts 4,travel 1,culinary 4,Persona 334,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,34,single,bachelor,manager,finance,Hougang,Singapore,['hobby6hobby7hobby0'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby6hobby7hobby0']
u-00335,professional 5,sports 3,arts 0,travel 2,culinary 5,Persona 335,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,35,married,bachelor,researcher,tech,Bedok,Singapore,['hobby7hobby0hobby1'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby7hobby0hobby1']
u-00336,professional 6,sports 0,arts 1,travel 0,culinary 0,Persona 336,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,36,single,bachelor,engineer,retail,Tampines,Singapore,['hobby0hobby1hobby2'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby0hobby1hobby2']
u-00337,professional 7,sports 1,arts 2,travel 1,culinary 1,Persona 337,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,37,married,bachelor,teacher,media,Woodlands,Singapore,['hobby1hobby2hobby3'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby1hobby2hobby3']
u-00338,professional 8,sports 2,arts 3,travel 2,culinary 2,Persona 338,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,38,single,bachelor,designer,education,Jurong West,Singapore,['hobby2hobby3hobby4'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby2hobby3hobby4']
u-00339,professional 9,sports 3,arts 4,travel 0,culinary 3,Persona 339,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,39,married,bachelor,analyst,finance,Hougang,Singapore,['hobby3hobby4hobby5'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby3hobby4hobby5']
u-00340,professional 0,sports 0,arts 0,travel 1,culinary 4,Persona 340,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,40,single,bachelor,manager,tech,Bedok,Singapore,['hobby4hobby5hobby6'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby4hobby5hobby6']
u-00341,professional 1,sports 1,arts 1,travel 2,culinary 5,Persona 341,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,41,married,bachelor,researcher,retail,Tampines,Singapore,['hobby5hobby6hobby7'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby5hobby6hobby7']
u-00342,professional 2,sports 2,arts 2,travel 0,culinary 0,Persona 342,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,42,single,bachelor,engineer,media,Woodlands,Singapore,['hobby6hobby7hobby0'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby6hobby7hobby0']
u-00343,professional 3,sports 3,arts 3,travel 1,culinary 1,Persona 343,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,43,married,bachelor,teacher,education,Jurong West,Singapore,['hobby7hobby0hobby1'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby7hobby0hobby1']
u-00344,professional 4,sports 0,arts 4,travel 2,culinary 2,Persona 344,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,44,single,bachelor,designer,finance,Hougang,Singapore,['hobby0hobby1hobby2'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby0hobby1hobby2']
u-00345,professional 5,sports 1,arts 0,travel 0,culinary 3,Persona 345,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,45,married,bachelor,analyst,tech,Bedok,Singapore,['hobby1hobby2hobby3'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby1hobby2hobby3']
u-00346,professional 6,sports 2,arts 1,travel 1,culinary 4,Persona 346,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,46,single,bachelor,manager,retail,Tampines,Singapore,['hobby2hobby3hobby4'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby2hobby3hobby4']
u-00347,professional 7,sports 3,arts 2,travel 2,culinary 5,Persona 347,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,47,married,bachelor,researcher,media,Woodlands,Singapore,['hobby3hobby4hobby5'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby3hobby4hobby5']
u-00348,professional 8,sports 0,arts 3,travel 0,culinary 0,Persona 348,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,48,single,bachelor,engineer,education,Jurong West,Singapore,['hobby4hobby5hobby6'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby4hobby5hobby6']
u-00349,professional 9,sports 1,arts 4,travel 1,culinary 1,Persona 349,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,49,married,bachelor,teacher,finance,Hougang,Singapore,['hobby5hobby6hobby7'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby5hobby6hobby7']
u-00350,professional 0,sports 2,arts 0,travel 2,culinary 2,Persona 350,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,50,single,bachelor,designer,tech,Bedok,Singapore,['hobby6hobby7hobby0'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby6hobby7hobby0']
u-00351,professional 1,sports 3,arts 1,travel 0,culinary 3,Persona 351,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,51,married,bachelor,analyst,retail,Tampines,Singapore,['hobby7hobby0hobby1'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby7hobby0hobby1']
u-00352,professional 2,sports 0,arts 2,travel 1,culinary 4,Persona 352,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,52,single,bachelor,manager,media,Woodlands,Singapore,['hobby0hobby1hobby2'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby0hobby1hobby2']
u-00353,professional 3,sports 1,arts 3,travel 2,culinary 5,Persona 353,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,53,married,bachelor,researcher,education,Jurong West,Singapore,['hobby1hobby2hobby3'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby1hobby2hobby3']
u-00354,professional 4,sports 2,arts 4,travel 0,culinary 0,Persona 354,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,54,single,bachelor,engineer,finance,Hougang,Singapore,['hobby2hobby3hobby4'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby2hobby3hobby4']
u-00355,professional 5,sports 3,arts 0,travel 1,culinary 1,Persona 355,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,55,married,bachelor,teacher,tech,Bedok,Singapore,['hobby3hobby4hobby5'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby3hobby4hobby5']
u-00356,professional 6,sports 0,arts 1,travel 2,culinary 2,Persona 356,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,56,single,bachelor,designer,retail,Tampines,Singapore,['hobby4hobby5hobby6'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby4hobby5hobby6']
u-00357,professional 7,sports 1,arts 2,travel 0,culinary 3,Persona 357,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,57,married,bachelor,analyst,media,Woodlands,Singapore,['hobby5hobby6hobby7'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby5hobby6hobby7']
u-00358,professional 8,sports 2,arts 3,travel 1,culinary 4,Persona 358,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,58,single,bachelor,manager,education,Jurong West,Singapore,['hobby6hobby7hobby0'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby6hobby7hobby0']
u-00359,professional 9,sports 3,arts 4,travel 2,culinary 5,Persona 359,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,59,married,bachelor,researcher,finance,Hougang,Singapore,['hobby7hobby0hobby1'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby7hobby0hobby1']
u-00360,professional 0,sports 0,arts 0,travel 0,culinary 0,Persona 360,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,20,single,bachelor,engineer,tech,Bedok,Singapore,['hobby0hobby1hobby2'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby0hobby1hobby2']
u-00361,professional 1,sports 1,arts 1,travel 1,culinary 1,Persona 361,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,21,married,bachelor,teacher,retail,Tampines,Singapore,['hobby1hobby2hobby3'],['skill1skill2skill3'],['skill1skill2skill3'],['hobby1hobby2hobby3']
u-00362,professional 2,sports 2,arts 2,travel 2,culinary 2,Persona 362,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,22,single,bachelor,designer,media,Woodlands,Singapore,['hobby2hobby3hobby4'],['skill2skill3skill4'],['skill2skill3skill4'],['hobby2hobby3hobby4']
u-00363,professional 3,sports 3,arts 3,travel 0,culinary 3,Persona 363,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,23,married,bachelor,analyst,education,Jurong West,Singapore,['hobby3hobby4hobby5'],['skill3skill4skill5'],['skill3skill4skill5'],['hobby3hobby4hobby5']
u-00364,professional 4,sports 0,arts 4,travel 1,culinary 4,Persona 364,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,24,single,bachelor,manager,finance,Hougang,Singapore,['hobby4hobby5hobby6'],['skill4skill5skill6'],['skill4skill5skill6'],['hobby4hobby5hobby6']
u-00365,professional 5,sports 1,arts 0,travel 2,culinary 5,Persona 365,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,25,married,bachelor,researcher,tech,Bedok,Singapore,['hobby5hobby6hobby7'],['skill5skill6skill7'],['skill5skill6skill7'],['hobby5hobby6hobby7']
u-00366,professional 6,sports 2,arts 1,travel 0,culinary 0,Persona 366,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,26,single,bachelor,engineer,retail,Tampines,Singapore,['hobby6hobby7hobby0'],['skill6skill7skill8'],['skill6skill7skill8'],['hobby6hobby7hobby0']
u-00367,professional 7,sports 3,arts 2,travel 1,culinary 1,Persona 367,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,27,married,bachelor,teacher,media,Woodlands,Singapore,['hobby7hobby0hobby1'],['skill7skill8skill9'],['skill7skill8skill9'],['hobby7hobby0hobby1']
u-00368,professional 8,sports 0,arts 3,travel 2,culinary 2,Persona 368,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,28,single,bachelor,designer,education,Jurong West,Singapore,['hobby0hobby1hobby2'],['skill8skill9skill0'],['skill8skill9skill0'],['hobby0hobby1hobby2']
u-00369,professional 9,sports 1,arts 4,travel 0,culinary 3,Persona 369,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,F,29,married,bachelor,analyst,finance,Hougang,Singapore,['hobby1hobby2hobby3'],['skill9skill0skill1'],['skill9skill0skill1'],['hobby1hobby2hobby3']
u-00370,professional 0,sports 2,arts 0,travel 1,culinary 4,Persona 370,Singaporean,analysis|design|tech,gaming|music|travel,grow professionally,M,30,single,bachelor,manager,tech,Bedok,Singapore,['hobby2hobby3hobby4'],['skill0skill1skill2'],['skill0skill1skill2'],['hobby2hobby3hobby4']
